,row carrier id,column carrier id,correlation
61,B6,UA,0.21992909685453715
62,B6,US,0.2659978061485587
63,B6,VX,0.2972843593359248
64,B6,WN,0.16522283240105456
65,B6,XE,0.03390134236372527
66,CO,AA,0.15755173467747774
67,CO,AS,0.06924227850360165
68,CO,B6,0.12631549383691568
69,CO,CO,1.0
70,CO,DH,0.06375956889747735
71,CO,DL,0.09875573888306481
72,CO,EV,0.40451972119399127
73,CO,F9,0.11647428806891033
74,CO,FL,0.10345875677645065
75,CO,HA,0.0037911201003191348
76,CO,HP,0.1109648279286248
77,CO,MQ,0.09620989936080772
78,CO,NK,0.32000636924876585
79,CO,NW,0.07116766893693005
80,CO,OH,0.0183778871263531
81,CO,OO,0.14284015572328615
82,CO,TZ,0.13551986091272433
83,CO,UA,0.41063674693792834
84,CO,US,0.08684307693780637
85,CO,VX,0.14140851170553123
86,CO,WN,0.34557323665269335
87,CO,XE,0.9429215609796485
88,DH,AA,0.13304866903469423
89,DH,AS,0.019380804163903347
90,DH,B6,0.18814790261665115
91,DH,CO,0.06375956889747735
92,DH,DH,1.0
93,DH,DL,0.0910574132184057
94,DH,EV,0.06178555722454532
95,DH,F9,0.06929519224005394
96,DH,FL,0.07815357990056723
97,DH,HA,-0.010975153092202932
98,DH,HP,0.031778022538572204
99,DH,MQ,0.07412700232496558
100,DH,NK,0.02229072540501974
101,DH,NW,0.07690709913258457
102,DH,OH,0.08719735542215293
103,DH,OO,0.0009145466797814753
104,DH,TZ,0.11313915393772006
105,DH,UA,0.24195454238776454
106,DH,US,0.3682094152509752
107,DH,VX,0.1446162890726296
108,DH,WN,0.05813359584790908
109,DH,XE,0.08202849714150796
110,DL,AA,0.16662224556558247
111,DL,AS,0.062444517046564105
112,DL,B6,0.20688151411777808
113,DL,CO,0.09875573888306481
114,DL,DH,0.09105741321840569
115,DL,DL,1.0
116,DL,EV,0.8605279329322953
117,DL,F9,0.17077145509587993
118,DL,FL,0.9265255154034087
119,DL,HA,0.0010702640752679583
120,DL,HP,0.08586393313534652
121,DL,MQ,0.09367620216788411
122,DL,NK,0.32875647095075716
123,DL,NW,0.23881730342200766
124,DL,OH,0.1966376280327628
125,DL,OO,0.19038147852372708
126,DL,TZ,0.11048937246868473
127,DL,UA,0.13928853780503378
128,DL,US,0.10540981854876963
129,DL,VX,0.12498383204937055
130,DL,WN,0.21211945625018283
131,DL,XE,0.04939438737295935
132,EV,AA,0.275239198339872
133,EV,AS,-0.013164599874943802
134,EV,B6,0.04887416933133507
135,EV,CO,0.40451972119399127
136,EV,DH,0.06178555722454532
137,EV,DL,0.8605279329322953
138,EV,EV,1.0
139,EV,F9,0.13618204524051894
140,EV,FL,0.8379715156418652
141,EV,HA,-0.025662886112470133
142,EV,HP,0.03921062247884113
143,EV,MQ,0.3150631485893082
144,EV,NK,0.4049868787517705
145,EV,NW,0.14613449346187635
146,EV,OH,0.19145466394709595
147,EV,OO,0.13523035842862632
148,EV,TZ,0.263568148264298
149,EV,UA,0.27708132187647294
150,EV,US,0.06186291565374531
151,EV,VX,0.024992809914095887
152,EV,WN,0.26228749867058276
153,EV,XE,0.38586127500911666
154,F9,AA,0.18422073733873404
155,F9,AS,0.1018222267034765
156,F9,B6,0.07100602479240235
157,F9,CO,0.11647428806891033
158,F9,DH,0.06929519224005394
159,F9,DL,0.17077145509587993
160,F9,EV,0.1361820452405189
161,F9,F9,1.0
162,F9,FL,0.14990028121089072
163,F9,HA,-0.006580502757736196
164,F9,HP,0.17298939265749524
165,F9,MQ,0.10831027917566091
166,F9,NK,0.3320340651880721
167,F9,NW,0.10931007361338985
168,F9,OH,0.05342661765351216
169,F9,OO,0.5447704970667371
170,F9,TZ,0.2700536538473944
171,F9,UA,0.6207043561537859
172,F9,US,0.100065576544473
173,F9,VX,0.10818817073592198
174,F9,WN,0.33666299194105687
175,F9,XE,0.05247824448065331
176,FL,AA,0.19007492357913566
177,FL,AS,-0.004083556735517144
178,FL,B6,0.15167751794958037
179,FL,CO,0.10345875677645067
180,FL,DH,0.07815357990056723
181,FL,DL,0.9265255154034088
182,FL,EV,0.8379715156418652
183,FL,F9,0.14990028121089072
184,FL,FL,1.0
185,FL,HA,-0.013834082208671696
186,FL,HP,0.046273713216216684
187,FL,MQ,0.11464280906645848
188,FL,NK,0.3363890952200997
189,FL,NW,0.0690078076451499
190,FL,OH,0.07687430561345439
191,FL,OO,0.029656573256860382
192,FL,TZ,0.09171005966523518
193,FL,UA,0.11572421059296503
194,FL,US,0.15373285116817448
195,FL,VX,0.045750860834958086
196,FL,WN,0.2404161150923128
197,FL,XE,0.05115673185468645
198,HA,AA,0.012831147246861175
199,HA,AS,0.05035699599053357
200,HA,B6,-0.008383458647105567
201,HA,CO,0.003791120100319135
202,HA,DH,-0.010975153092202932
203,HA,DL,0.0010702640752679583
204,HA,EV,-0.025662886112470137
205,HA,F9,-0.006580502757736197
206,HA,FL,-0.013834082208671694
207,HA,HA,1.0
208,HA,HP,0.014629894381151767
209,HA,MQ,-0.01536740116372508
210,HA,NK,-0.004922284664530806
211,HA,NW,0.00029246315919512146
212,HA,OH,-0.015659115946303155
213,HA,OO,0.0021101398640776038
214,HA,TZ,0.11301071729355383
215,HA,UA,0.049224295988355725
216,HA,US,-0.016522879409370913
217,HA,VX,0.03056857326392284
218,HA,WN,-0.0014809889676659343
219,HA,XE,-0.019873005337762317
220,HP,AA,0.25701692721514047
221,HP,AS,0.14119747008819733
222,HP,B6,0.09546573600843078
223,HP,CO,0.1109648279286248
224,HP,DH,0.031778022538572204
225,HP,DL,0.08586393313534652
226,HP,EV,0.03921062247884112
227,HP,F9,0.17298939265749524
228,HP,FL,0.046273713216216684
229,HP,HA,0.014629894381151767
230,HP,HP,1.0
231,HP,MQ,0.06213692178777136
232,HP,NK,0.2829334083658452
233,HP,NW,0.08288124575402965
234,HP,OH,0.0009259826938499994
235,HP,OO,0.21917048454208082
236,HP,TZ,0.159286000515387
237,HP,UA,0.19240450842767884
238,HP,US,0.05944054623034289
239,HP,VX,0.18464194805170825
240,HP,WN,0.5617299426600016
241,HP,XE,0.03180321429213172
242,MQ,AA,0.8376682474651794
243,MQ,AS,0.024957110855551634
244,MQ,B6,0.189206462495933
245,MQ,CO,0.09620989936080772
246,MQ,DH,0.07412700232496558
247,MQ,DL,0.09367620216788411
248,MQ,EV,0.3150631485893082
249,MQ,F9,0.10831027917566091
250,MQ,FL,0.11464280906645846
251,MQ,HA,-0.01536740116372508
252,MQ,HP,0.06213692178777136
253,MQ,MQ,1.0
254,MQ,NK,0.5719660166176154
255,MQ,NW,0.08136827517267253
256,MQ,OH,0.10397231135827723
257,MQ,OO,0.22267909148580606
258,MQ,TZ,0.7330937714008395
259,MQ,UA,0.501997991575441
260,MQ,US,0.11270924011596353
261,MQ,VX,0.13752367430831683
262,MQ,WN,0.3039963750252213
263,MQ,XE,0.07294573569855362
264,NK,AA,0.5803815477465523
265,NK,AS,0.06805954944830751
266,NK,B6,0.33169325237581787
267,NK,CO,0.3200063692487658
268,NK,DH,0.02229072540501974
269,NK,DL,0.3287564709507571
270,NK,EV,0.4049868787517704
271,NK,F9,0.33203406518807216
272,NK,FL,0.33638909522009963
273,NK,HA,-0.004922284664530806
274,NK,HP,0.2829334083658452
275,NK,MQ,0.5719660166176155
276,NK,NK,1.0
277,NK,NW,0.34369044241757934
278,NK,OH,0.05957977301887903
279,NK,OO,0.2985693670203284
280,NK,TZ,0.5291232363399491
281,NK,UA,0.5326026442342258
282,NK,US,0.16180595780051862
283,NK,VX,0.22097593520253048
284,NK,WN,0.5977932243233778
285,NK,XE,0.21739074179959691
286,NW,AA,0.11875113875367738
287,NW,AS,0.0450274529420923
288,NW,B6,0.07195113496058735
289,NW,CO,0.07116766893693006
290,NW,DH,0.07690709913258457
291,NW,DL,0.23881730342200766
292,NW,EV,0.14613449346187635
293,NW,F9,0.10931007361338983
294,NW,FL,0.0690078076451499
295,NW,HA,0.00029246315919512146
296,NW,HP,0.08288124575402964
297,NW,MQ,0.08136827517267253
298,NW,NK,0.34369044241757934
299,NW,NW,1.0
300,NW,OH,0.04073526879019458
301,NW,OO,0.18273086423505272
302,NW,TZ,0.19698845067198342
303,NW,UA,0.13451862789427146
304,NW,US,0.06909442880491237
305,NW,VX,0.058605694057201924
306,NW,WN,0.1225335826601567
307,NW,XE,0.06585364182107717
308,OH,AA,0.06660320729954532
309,OH,AS,-0.018525649223986786
310,OH,B6,0.23686353879986896
311,OH,CO,0.0183778871263531
312,OH,DH,0.08719735542215293
313,OH,DL,0.19663762803276277
314,OH,EV,0.19145466394709595
315,OH,F9,0.05342661765351215
316,OH,FL,0.07687430561345437
317,OH,HA,-0.015659115946303155
318,OH,HP,0.0009259826938499994
319,OH,MQ,0.10397231135827723
320,OH,NK,0.05957977301887904
321,OH,NW,0.04073526879019458
322,OH,OH,1.0
323,OH,OO,0.004575597902812902
324,OH,TZ,0.06992311655427778
325,OH,UA,0.04602205133668021
326,OH,US,0.08875540250672027
327,OH,VX,0.05151146622664442
328,OH,WN,0.019711914982579657
329,OH,XE,0.035489175402511244
330,OO,AA,0.24405623458131892
331,OO,AS,0.20231555927325215
332,OO,B6,0.027394687896944346
333,OO,CO,0.14284015572328615
334,OO,DH,0.0009145466797814753
335,OO,DL,0.19038147852372708
336,OO,EV,0.13523035842862635
337,OO,F9,0.5447704970667371
338,OO,FL,0.029656573256860382
339,OO,HA,0.002110139864077604
340,OO,HP,0.21917048454208085
341,OO,MQ,0.22267909148580606
342,OO,NK,0.2985693670203283
343,OO,NW,0.1827308642350527
344,OO,OH,0.004575597902812902
345,OO,OO,1.0
346,OO,TZ,0.40002289552857345
347,OO,UA,0.6502198170563511
348,OO,US,0.017250276745176783
349,OO,VX,0.47004054587737504
350,OO,WN,0.4021048704297505
351,OO,XE,0.05210271156302594
352,TZ,AA,0.5030578849909132
353,TZ,AS,0.04945368299568799
354,TZ,B6,0.2582038358222521
355,TZ,CO,0.13551986091272433
356,TZ,DH,0.11313915393772006
357,TZ,DL,0.11048937246868473
358,TZ,EV,0.263568148264298
359,TZ,F9,0.2700536538473944
360,TZ,FL,0.09171005966523518
361,TZ,HA,0.11301071729355384
362,TZ,HP,0.15928600051538702
363,TZ,MQ,0.7330937714008395
364,TZ,NK,0.5291232363399491
365,TZ,NW,0.1969884506719834
366,TZ,OH,0.06992311655427778
367,TZ,OO,0.4000228955285734
368,TZ,TZ,1.0
369,TZ,UA,0.7706484332112686
370,TZ,US,0.11916182411747518
371,TZ,VX,0.24811168392700747
372,TZ,WN,0.45961658498723545
373,TZ,XE,0.07378597894023793
374,UA,AA,0.42707463704567217
375,UA,AS,0.20165268362586078
376,UA,B6,0.21992909685453718
377,UA,CO,0.4106367469379283
378,UA,DH,0.2419545423877645
379,UA,DL,0.1392885378050338
380,UA,EV,0.277081321876473
381,UA,F9,0.6207043561537859
382,UA,FL,0.11572421059296502
383,UA,HA,0.049224295988355725
384,UA,HP,0.19240450842767887
385,UA,MQ,0.501997991575441
386,UA,NK,0.5326026442342258
387,UA,NW,0.13451862789427146
388,UA,OH,0.04602205133668022
389,UA,OO,0.6502198170563511
390,UA,TZ,0.7706484332112686
391,UA,UA,1.0
392,UA,US,0.19099321911014716
393,UA,VX,0.5279604061718745
394,UA,WN,0.5603653710712514
395,UA,XE,0.30027489380126254
396,US,AA,0.3733389764877141
397,US,AS,0.014326954423473145
398,US,B6,0.26599780614855867
399,US,CO,0.08684307693780637
400,US,DH,0.3682094152509752
401,US,DL,0.10540981854876963
402,US,EV,0.06186291565374532
403,US,F9,0.100065576544473
404,US,FL,0.1537328511681745
405,US,HA,-0.016522879409370913
406,US,HP,0.05944054623034289
407,US,MQ,0.11270924011596355
408,US,NK,0.16180595780051862
409,US,NW,0.06909442880491237
410,US,OH,0.08875540250672026
411,US,OO,0.017250276745176783
412,US,TZ,0.1191618241174752
413,US,UA,0.19099321911014716
414,US,US,1.0
415,US,VX,0.11056984939202577
416,US,WN,0.1417496737987023
417,US,XE,0.08686136695966953
418,VX,AA,0.2373505889768365
419,VX,AS,0.22705769065488499
420,VX,B6,0.2972843593359248
421,VX,CO,0.1414085117055312
422,VX,DH,0.14461628907262963
423,VX,DL,0.12498383204937054
424,VX,EV,0.024992809914095884
425,VX,F9,0.10818817073592198
426,VX,FL,0.045750860834958086
427,VX,HA,0.03056857326392284
428,VX,HP,0.18464194805170825
429,VX,MQ,0.1375236743083168
430,VX,NK,0.22097593520253048
431,VX,NW,0.058605694057201924
432,VX,OH,0.051511466226644424
433,VX,OO,0.470040545877375
434,VX,TZ,0.24811168392700744
435,VX,UA,0.5279604061718745
436,VX,US,0.11056984939202578
437,VX,VX,1.0
438,VX,WN,0.3106317985303408
439,VX,XE,0.038423486297703834
440,WN,AA,0.3440517935129883
441,WN,AS,0.19208364302256004
442,WN,B6,0.1652228324010546
443,WN,CO,0.34557323665269335
444,WN,DH,0.05813359584790907
445,WN,DL,0.2121194562501828
446,WN,EV,0.26228749867058276
447,WN,F9,0.3366629919410568
448,WN,FL,0.2404161150923128
449,WN,HA,-0.0014809889676659345
450,WN,HP,0.5617299426600016
451,WN,MQ,0.3039963750252213
452,WN,NK,0.5977932243233778
453,WN,NW,0.1225335826601567
454,WN,OH,0.019711914982579657
455,WN,OO,0.4021048704297505
456,WN,TZ,0.4596165849872354
457,WN,UA,0.5603653710712513
458,WN,US,0.1417496737987023
459,WN,VX,0.31063179853034073
460,WN,WN,1.0
461,WN,XE,0.2480018461045233
462,XE,AA,0.08514439944365597
463,XE,AS,-0.014853604045994163
464,XE,B6,0.03390134236372527
465,XE,CO,0.9429215609796485
466,XE,DH,0.08202849714150796
467,XE,DL,0.049394387372959356
468,XE,EV,0.38586127500911666
469,XE,F9,0.0524782444806533
470,XE,FL,0.051156731854686444
471,XE,HA,-0.019873005337762317
472,XE,HP,0.031803214292131725
473,XE,MQ,0.07294573569855362
474,XE,NK,0.21739074179959691
475,XE,NW,0.06585364182107717
476,XE,OH,0.035489175402511244
477,XE,OO,0.05210271156302594
478,XE,TZ,0.07378597894023792
479,XE,UA,0.3002748938012626
480,XE,US,0.08686136695966953
481,XE,VX,0.038423486297703834
482,XE,WN,0.2480018461045233
483,XE,XE,1.0
